SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
POS.0437;Leitura e Produção de Textos Acadêmicos;Pós-graduação;30;40;2;Sim;-;-
TEC.0479;Leitura e Produção de Textos Acadêmicos(60H);Graduação;60;80;4;Sim;TEC.NFd.0014;-
TEC.1203;Leitura e Produção de textos acadêmicos e de divulgação científica;Graduação;30;40;2;Sim;-;Tecnologia em Processos Químicos
TEC.1018;Leitura e Produção de Textos Acadêmicos e de Divulgação Científica;Graduação;60;80;4;Sim;-;-
LIC.0413;Leitura e Produção de Textos em E/LE;Graduação;60;80;4;Sim;-;Curso 603
LIC.0882;Leitura e Produção de Textos em Língua Espanhola;Graduação;60;80;4;Sim;-;-
FIC.0994;Leitura e Produção de textos no ambiente escolar;Fundamental;30;40;2;Sim;-;-
POS.0065;Leitura e Produção do Texto Acadêmico;Pós-graduação;40;40;2;Sim;ESP.99608.0008;-
POS.0167;Leitura e Produção do Texto Acadêmico;Pós-graduação;40;53;2;Sim;-;-
POS.0492;Leitura e Produção do Texto Acadêmico;Pós-graduação;45;60;3;Sim;-;-
POS.0063;Leitura e produção do Texto Criativo;Pós-graduação;40;40;2;Sim;ESP.99609.0004;-
FIC.0365;Leitura e Produção Textual;Fundamental;15;15;1;Sim;-;-
FIC.0977;Leitura e Produção Textual;Fundamental;30;40;2;Sim;-;-
FIC.1047;Leitura e Produção Textual;Fundamental;45;60;3;Sim;-;-
FIC.0260;Leitura e produção textual em língua espanhola II;Fundamental;10;10;1;Sim;-;-
FIC.0066;Leitura, interpretação e Produção de Textos;Fundamental;20;20;1;Sim;-;-
FIC.0091;Leitura, Interpretação e Representação de Projetos Arquitetônicos;Fundamental;30;30;2;Sim;-;-
TEC.0739;Libras;Graduação;30;40;2;Sim;TEC.809.0031;-
LIC.0023;LIBRAS;Graduação;30;40;2;Sim;-;.
LIC.0248;LIBRAS;Graduação;30;40;2;Sim;SLIC.NI.0004;Curso 119
TEC.0371;LIBRAS;Graduação;30;40;2;Sim;TEC.NCT.UB.0011;Fundamental
LIC.0551;LIBRAS;Graduação;30;40;2;Sim;SUP.069;-
ENG.0121;LIBRAS;Graduação;30;40;2;Sim;-;-
LIC.0853;LIBRAS;Graduação;30;40;2;Sim;-;Curso 106
LIC.1003;LIBRAS;Graduação;60;80;4;Sim;-;-
LIC.0076;LIBRAS I;Graduação;30;40;2;Sim;LIC.NDp.0006;-
LIC.0370;LIBRAS I;Graduação;60;80;4;Sim;-;.
LIC.0090;LIBRAS II;Graduação;60;80;4;Sim;LIC.NDp.0009;NDP
LIC.0828;LIBRAS II;Graduação;30;40;2;Sim;-;-
FIC.0542;LIBRAS III;Fundamental;50;50;3;Sim;-;-
FIC.0543;LIBRAS IV;Fundamental;50;50;3;Sim;-;-
TEC.0090;LIBRAS (NCT);Graduação;30;40;2;Sim;TEC.NFd.0010;-
TEC.0066;Libras (NFD);Graduação;30;40;2;Sim;TEC.NFd.0010;-
FIC.0544;LIBRAS V;Fundamental;50;50;3;Sim;-;-
TEC.1211;Licenciamento Ambiental;Graduação;30;40;2;Sim;-;-
TEC.0547;Licenciamento Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0009;Curso 01304
TEC.0306;Licitações;Graduação;60;80;4;Sim;SUP.049;Curso 01436X
TEC.0056;Licitações e Contratos (NCT);Graduação;60;80;4;Sim;TEC.436.0012;-
TIN.0894;Liderança e Desenvolvimento de Equipes;Médio;30;40;2;Sim;-;-
LIC.0296;Limnologia;Graduação;30;40;2;Sim;LIC.106.0020;Curso 106
FIC.0115;Limpeza e Sanitização;Fundamental;20;20;1;Sim;-;-
FIC.0953;Limpeza e Sanitização;Fundamental;10;13;1;Sim;-;-
CIV.0094;Limpeza Pública (30h);Graduação;30;40;2;Sim;-;-
POS.0435;Língua e literatura da Educação Profissional;Pós-graduação;30;30;2;Sim;-;-
LIC.0713;Língua Espanhola;Graduação;60;80;4;Sim;-;Curso 710
TEC.1055;Língua Espanhola;Graduação;30;40;2;Sim;-;-
TEC.0369;Língua Espanhola(30H);Graduação;30;40;2;Sim;TEC.NFd.0016;-
TEC.0414;Língua Espanhola(60H);Graduação;60;80;4;Sim;TEC.NFd.0005;-
TEC.0991;Língua Espanhola Aplicada ao Turismo;Graduação;30;40;2;Sim;TEC.208.0038;Curso 208
TSUB.0261;Língua Espanhola Aplicada ao Turismo I(60H);Médio;60;80;4;Sim;TSUB.053.0004;Curso 12053
TSUB.0645;Língua Espanhola Aplicada ao Turismo I(60H);Médio;60;80;4;Sim;TSUB.702.0005;Curso 702
TSUB.0269;Língua Espanhola Aplicada ao Turismo II(30H);Médio;30;40;2;Sim;TSUB.053.0005;Curso 12053
TSUB.0659;Língua Espanhola Aplicada ao Turismo II(30H);Médio;30;40;2;Sim;TSUB.702.0019;Curso 702
LIC.0343;Língua Espanhola I;Graduação;90;120;6;Sim;LIC.603.0038;Curso 603
LIC.0380;Língua Espanhola I;Graduação;60;80;4;Sim;-;Curso 603
LIC.0552;Língua Espanhola I;Graduação;120;160;8;Sim;FOR.L056;Curso 603X
LIC.0344;Língua Espanhola II;Graduação;90;120;6;Sim;LIC.603.0039;Curso 603
LIC.0381;Língua Espanhola II;Graduação;60;80;4;Sim;-;Curso 603
LIC.0553;Língua Espanhola II;Graduação;120;160;8;Sim;FOR.L061;Curso 603X
LIC.0345;Língua Espanhola III;Graduação;60;80;4;Sim;LIC.603.0004;Curso 603
LIC.0554;Língua Espanhola III;Graduação;120;160;8;Sim;FOR.L067;Curso 603X
LIC.0346;Língua Espanhola IV;Graduação;60;80;4;Sim;LIC.603.0005;Curso 603
LIC.0555;Língua Espanhola IV;Graduação;120;160;8;Sim;FOR.L072;Curso 603X
LIC.0347;Língua Espanhola V;Graduação;90;120;6;Sim;LIC.603.0040;Curso 603
LIC.0382;Língua Espanhola V;Graduação;60;80;4;Sim;-;Curso 603
LIC.0556;Língua Espanhola V;Graduação;120;160;8;Sim;FOR.L077;Curso 603X
LIC.0348;Língua Espanhola VI;Graduação;90;120;6;Sim;LIC.603.0041;Curso 603
LIC.0383;Língua Espanhola VI;Graduação;60;80;4;Sim;-;Curso 603
LIC.0557;Língua Espanhola VI;Graduação;120;160;8;Sim;FOR.L083;Curso 603X
FIC.0942;Língua Estrangeira;Fundamental;12;16;1;Sim;-;-
TIN.1023;Língua Estrangeira - Espanhol(120H);Médio;90;120;3;Sim;DATIIZN.038.1;-
TIN.1070;Língua Estrangeira - Espanhol(90H);Médio;90;120;3;Sim;FOR.T002;-
FIC.0404;Língua Estrangeira (Inglês Aplicado à Hotelaria);Fundamental;10;13;1;Sim;-;-
FIC.0809;Língua Estrangeira (Inglês Aplicado à Hotelaria);Fundamental;10;10;1;Sim;-;-
TIN.1040;Língua Estrangeira - Inglês I(60H);Médio;60;80;2;Sim;FOR.M004;-
TIN.0992;Língua Estrangeira - Inglês I(80H);Médio;60;80;2;Sim;DATIIZN.004;-
TIN.1053;Língua Estrangeira - Inglês II(60H);Médio;60;80;2;Sim;FOR.M005;-
TIN.1001;Língua Estrangeira - Inglês II(80H);Médio;60;80;2;Sim;DATIIZN.016;-
TIN.1062;Língua Estrangeira - Inglês III(60H);Médio;60;80;2;Sim;FOR.M006;-
TIN.1014;Língua Estrangeira - Inglês III(80H);Médio;60;80;2;Sim;DATIIZN.028.1;-
FIC.0871;Linguagem, Códigos e suas Tecnologias;Fundamental;30;40;2;Sim;-;-
TEC.0892;Linguagem de Definição de Dados;Graduação;45;60;3;Sim;INF.S010;Curso 404X
ENG.0019;Linguagem de Programação;Graduação;60;80;4;Sim;-;-
TEC.0893;Linguagem de Programação de Banco de Dados;Graduação;60;80;4;Sim;INF.S022;Curso 404X
FIC.0274;Linguagem e comunicação;Fundamental;20;20;1;Sim;-;-
FIC.0300;Linguagem e Comunicação;Fundamental;15;20;1;Sim;-;-
TIN.0891;Linguagens Artísticas;Médio;45;60;3;Sim;-;-
LIC.0204;Linguagens de Programação;Graduação;60;80;4;Sim;LIC.601.0031;Curso 601
LIC.0306;Língua Inglesa;Graduação;60;80;4;Sim;LIC.106.0036;Curso 106
TEC.0871;Língua Inglesa;Graduação;30;40;2;Sim;TEC.NFd.0025;-
LIC.0714;Língua Inglesa;Graduação;60;80;4;Sim;-;Curso 710
TEC.1075;Língua Inglesa;Graduação;30;40;2;Sim;-;.
TSUB.0750;Língua Inglesa(45H);Médio;45;60;3;Sim;TSUB.NF.0003;-
TSUB.0241;Língua Inglesa(60H);Médio;60;80;4;Sim;TSUB.NF.0007;Curso 702
FIC.0204;Língua Inglesa Aplicada;Fundamental;15;15;1;Sim;-;-
FIC.0790;Língua Inglesa Aplicada;Fundamental;15;20;1;Sim;-;-
FIC.0810;Língua Inglesa Aplicada;Fundamental;15;15;1;Sim;-;-
TEC.0992;Língua Inglesa Aplicada ao Turismo;Graduação;30;40;2;Sim;TEC.208.0039;Curso 208
TEC.1052;Língua Inglesa Aplicada ao Turismo;Graduação;60;80;4;Sim;-;-
TSUB.0262;Língua Inglesa Aplicada ao Turismo I(60H);Médio;60;80;4;Sim;TSUB.053.0006;Curso 12053
TSUB.0649;Língua Inglesa Aplicada ao Turismo I(60H);Médio;60;80;4;Sim;TSUB.702.0018;Curso 702
TSUB.0270;Língua Inglesa Aplicada ao Turismo II(60H);Médio;60;80;4;Sim;TSUB.053.0008;Curso 12053
TSUB.0658;Língua Inglesa Aplicada ao Turismo II(60H);Médio;60;80;4;Sim;TSUB.702.0006;Curso 702
FIC.0505;Língua inglesa – Função e Uso I;Fundamental;20;20;1;Sim;-;-
FIC.0507;Língua Inglesa – Função e Uso II;Fundamental;20;20;1;Sim;-;-
FIC.0509;Língua inglesa – Função e Uso III;Fundamental;20;20;1;Sim;-;-
TEC.0002;Língua Inglesa (NFD);Graduação;60;80;4;Sim;TEC.NFd.0004;Curso 404
LIC.0415;Língua Latina;Graduação;60;80;4;Sim;-;Curso 603
FIC.0242;Língua Portuguesa;Fundamental;20;20;1;Sim;-;-
FIC.0386;Língua Portuguesa;Fundamental;15;20;1;Sim;-;-
FIC.0457;Língua Portuguesa;Fundamental;15;15;1;Sim;-;-
TEC.0242;Língua Portuguesa;Graduação;45;60;3;Sim;FOR.S003;Curso 404X
TSUB.0001;Língua Portuguesa;Médio;60;80;4;Sim;TSUB.NF.0001;.
TEC.0292;Língua Portuguesa;Graduação;45;60;3;Sim;SUP.041;-
LIC.0031;Língua Portuguesa;Graduação;60;80;4;Sim;LIC.NFd.0002;-
LIC.0388;Língua Portuguesa;Graduação;60;80;4;Sim;-;Curso 603
EJA.0049;Língua Portuguesa;Médio;60;80;4;Sim;TEJA.NF.0001;-
LIC.0558;Língua Portuguesa;Graduação;80;106;5;Sim;FOR.L059;Curso 603X
FIC.0645;Língua Portuguesa;Fundamental;15;15;1;Sim;-;Curso 1090
FIC.0686;Língua Portuguesa;Fundamental;12;16;1;Sim;-;-
FIC.0848;Língua Portuguesa;Fundamental;21;28;2;Sim;-;-
FIC.0901;Língua Portuguesa;Fundamental;12;16;1;Sim;-;.
FIC.0940;Língua Portuguesa;Fundamental;20;27;1;Sim;-;-
LIC.0723;Língua Portuguesa(45H);Graduação;45;60;3;Sim;DAGESC.102;-
TEC.0250;Lingua Portuguesa(60H);Graduação;60;80;4;Sim;FOR.S018;405x
EJA.0024;Língua Portuguesa e Literatura I;Médio;60;80;4;Sim;TEJA.NE.0001;-
TIN.0145;Língua Portuguesa e Literatura I(90H);Médio;90;120;3;Sim;TIN.NE.0001;-
EJA.0025;Língua Portuguesa e Literatura II;Médio;60;80;4;Sim;TEJA.NE.0002;-
TIN.0157;Língua Portuguesa e Literatura II(90H);Médio;90;120;3;Sim;TIN.NE.0002;-
EJA.0026;Língua Portuguesa e Literatura III;Médio;60;80;4;Sim;TEJA.NE.0003;-
TIN.0172;Língua Portuguesa e Literatura III(90H);Médio;90;120;3;Sim;TIN.NE.0003;-
TIN.0033;Língua Portuguesa e Literatura III (NE);Médio;90;120;3;Sim;-;-
TIN.0032;Língua Portuguesa e Literatura II (NE);Médio;90;120;3;Sim;-;-
TIN.0031;Língua Portuguesa e Literatura I (NE);Médio;90;120;3;Sim;-;-
EJA.0027;Língua Portuguesa e Literatura IV;Médio;30;40;2;Sim;TEJA.NE.0004;-
TIN.0970;Língua Portuguesa e Literatura IV;Médio;60;80;4;Sim;-;-
TIN.0188;Língua Portuguesa e Literatura IV(60H);Médio;60;80;2;Sim;TIN.NE.0004;-
TIN.0034;Língua Portuguesa e Literatura IV (NE);Médio;60;80;2;Sim;-;-
EJA.0028;Língua Portuguesa e Literatura V;Médio;30;40;2;Sim;TEJA.NE.0005;-
TIN.1100;Língua Portuguesa I;Médio;210;160;4;Sim;TIN.111;Curso 308X
TIN.1041;Língua Portuguesa I(120H);Médio;120;160;4;Sim;FOR.M001;-
TIN.0991;Língua Portuguesa I(160H);Médio;120;160;4;Sim;DATIIZN.069;-
EJA.0336;Lingua Portuguesa I(60H);Médio;60;80;4;Sim;EJA.EB001;-
EJA.0242;Língua Portuguesa I(90H);Médio;90;120;6;Sim;DATIIZN.012;-
EJA.0286;Língua Portuguesa I(90H);Médio;90;120;6;Sim;TEJA.198;-
TIN.1112;Língua Portuguesa II;Médio;90;120;3;Sim;TIN.117;Curso 308X
TIN.1000;Língua Portuguesa II(120H);Médio;90;120;3;Sim;DATIIZN.015.1;-
EJA.0291;Língua Portuguesa II(60H);Médio;60;80;4;Sim;TEJA.011;-
EJA.0348;Língua Portuguesa II(60H);Médio;60;80;4;Sim;EJA.EB009;-
EJA.0248;Língua Portuguesa II(80H);Médio;60;80;4;Sim;DATIIZN.074;-
TIN.1054;Língua Portuguesa II(90H);Médio;90;120;3;Sim;FOR.M002;-
TIN.1127;Língua Portuguesa III;Médio;45;60;1;Sim;DAGETCN.102;Curso 308X
TIN.1063;Língua Portuguesa III(120H);Médio;120;160;4;Sim;FOR.M003;-
TIN.1013;Língua Portuguesa III(160H);Médio;120;160;4;Sim;DATIIZN.027.1;-
EJA.0357;Lingua Portuguesa III(45H);Médio;45;60;3;Sim;EJA.EB025;-
EJA.0299;LÍngua Portuguesa III(45H);Médio;45;60;3;Sim;TEJA.010;-
EJA.0254;Língua Portuguesa III(80H);Médio;60;80;4;Sim;DATIIZN.080;-
FIC.0927;Língua Portuguesa Instrumental;Fundamental;10;10;1;Sim;-;-
TIN.1137;Língua Portuguesa IV;Médio;60;80;2;Sim;FOR.M032;Curso 308X
EJA.0306;Língua Portuguesa IV(30H);Médio;30;40;2;Sim;TEJA.226;-
EJA.0261;LÍngua  Portuguesa IV(40H);Médio;30;40;2;Sim;DATIIZN.085;-
EJA.0365;Língua Portuguesa IV(45H);Médio;45;60;3;Sim;EJA.EB026;-
TEC.0133;Língua Portuguesa, Leitura e Produção de Texto (NFD);Graduação;60;80;4;Sim;TEC.NFd.0007;-
FIC.0706;Língua Portuguesa - Leitura e Produção de Textos;Fundamental;20;20;1;Sim;-;-
TEC.0001;Língua Portuguesa  (NFD);Graduação;60;80;4;Sim;TEC.NFd.0001;-
EJA.0267;Língua Portuguesa V(40H);Médio;30;40;2;Sim;DATIIZN.092;-
EJA.0310;Língua Portuguesa V(45H);Médio;45;60;3;Sim;TEJA.193;-
EJA.0374;Língua Portuguesa V(45H);Médio;45;60;3;Sim;EJA.EB034;-
EJA.0380;Língua Portuguesa VI(30H);Médio;30;40;2;Sim;EJA.EB042;-
EJA.0319;Língua Portuguesa VI(60H);Médio;60;80;4;Sim;TEJA.227;-
EJA.0272;Língua Portuguesa VI(80H);Médio;60;80;4;Sim;DATIIZN.098;-
LIC.0947;Linguística Aplicada;Graduação;30;40;2;Sim;-;-
POS.0499;Linguística Aplicada e Ensino;Pós-graduação;60;60;4;Sim;-;-
LIC.0349;Linguística I;Graduação;60;80;4;Sim;LIC.603.0010;Curso 603
LIC.0559;Lingüística I;Graduação;80;106;5;Sim;FOR.L058;Curso 603X
LIC.0350;Linguística II;Graduação;60;80;4;Sim;LIC.603.0012;Curso 603
LIC.0560;Lingüística II;Graduação;80;106;5;Sim;FOR.L062;Curso 603X
LIC.0351;Linguística III;Graduação;30;40;2;Sim;LIC.603.0061;Curso 603
LIC.0390;Linguística III;Graduação;45;60;3;Sim;-;Curso 603
POS.0272;Linguística Textual aplicada ao ensino;Pós-graduação;60;60;4;Sim;-;-
POS.0057;Literatura e Estudos Culturais;Pós-graduação;40;40;2;Sim;ESP.99609.0009;-
POS.0491;Literatura e Estudos Culturais;Pós-graduação;45;60;3;Sim;-;-
POS.0055;Literatura e História;Pós-graduação;40;40;2;Sim;ESP.99609.0007;-
POS.0490;Literatura e História;Pós-graduação;45;60;3;Sim;-;-
LIC.0352;Literatura Espanhola I;Graduação;60;80;4;Sim;LIC.603.0023;Curso 603
LIC.0561;Literatura Espanhola I;Graduação;80;106;5;Sim;FOR.L086;Curso 603X
LIC.0353;Literatura Espanhola II;Graduação;60;80;4;Sim;LIC.603.0024;Curso 603
LIC.0562;Literatura Espanhola II;Graduação;80;106;5;Sim;FOR.L088;Curso 603X
LIC.0563;Literatura Hispano-americana;Graduação;120;160;8;Sim;FOR.L092;Curso 603X
LIC.0354;Literatura Hispano-Americana I;Graduação;45;60;3;Sim;LIC.603.0014;Curso 603
LIC.0531;Literatura Hispano-Americana I;Graduação;60;80;4;Sim;-;-
LIC.0355;Literatura Hispano-Americana II;Graduação;45;60;3;Sim;LIC.603.0015;Curso 603
LIC.0532;Literatura Hispano-Americana II;Graduação;30;40;2;Sim;-;-
POS.0064;Literatura Infanto-Juvenil;Pós-graduação;40;40;2;Sim;ESP.99609.0006;-
POS.0488;Literatura Infanto-Juvenil;Pós-graduação;45;60;3;Sim;-;-
POS.0060;Literatura Potiguar na sala de aula;Pós-graduação;40;40;2;Sim;ESP.99609.0008;-
POS.0489;Literatura Potiguar na sala de aula;Pós-graduação;45;60;3;Sim;-;-
TEC.1225;Lodo de esgoto: tratamento e disposição final;Graduação;60;80;4;Sim;-;-
TEC.0716;Lógica Aplicada à Computação;Graduação;60;80;4;Sim;TEC.NCT.UT.0083;-
LIC.0431;Lógica Computacional;Graduação;60;80;4;Sim;LIC.411.0001;Curso 05411
TEC.0894;Lógica Computacional;Graduação;45;60;3;Sim;INF.S007;Curso 404X
LIC.0686;Lógica Computacional(45H);Graduação;45;60;3;Sim;SUP.234;-
TSUB.0426;Lógica Digital(90H);Médio;90;120;6;Sim;TSUB.NA.0023;-
TIN.0629;Lógica Digital(90H);Médio;90;120;6;Sim;TIN.NA.0066;-
LIC.1007;Lógica e Matemática Discreta;Graduação;60;80;4;Sim;-;.
LIC.0098;Lógica Matemática;Graduação;60;80;4;Sim;LIC.NEp.0009;NEP
LIC.0589;Lógica Matemática;Graduação;60;80;4;Sim;SUP.140;Curso 01430x
ENG.0114;Lógica Matemática;Graduação;60;80;4;Sim;-;-
EJA.0061;Logística;Médio;60;80;4;Sim;TEJA.510.0006;Curso 515
TIN.0619;Logística(60H);Médio;60;80;4;Sim;TIN.506.0017;-
EJA.0283;Logística(80H);Médio;60;80;4;Sim;DATIIZN.112;-
FIC.0131;Logística: estoque, produção, transporte e venda;Fundamental;20;20;1;Sim;-;-
FIC.0390;Logística: estoque, produção, transporte e venda;Fundamental;15;20;1;Sim;-;-
TEC.0219;Logística e Transporte;Graduação;80;106;5;Sim;DAGESC.014;502.0
TEC.0117;Logística e Transporte Internacional (Curso 502);Graduação;45;60;3;Sim;TEC.502.0019;-
ENG.0147;Logística I;Graduação;60;80;4;Sim;-;-
ENG.0148;Logística II;Graduação;60;80;4;Sim;-;-
ENG.0171;Logística Internacional;Graduação;60;80;4;Sim;-;-
TEC.0740;Logística Internacional;Graduação;60;80;4;Sim;TEC.809.0023;Curso 809
TSUB.0320;Logística Internacional(45H);Médio;45;60;3;Sim;TSUB.118.0012;Curso 16118
TIN.0814;Logística Internacional(60H);Médio;60;80;4;Sim;TIN.121.0012;-
ENG.0174;Logística Reversa e Sustentabilidade;Graduação;30;40;2;Sim;-;-
TEC.0741;Logística Reversa e Sustentabilidade;Graduação;30;40;2;Sim;TEC.809.0024;Curso 809
ATV.0144;Lutas (misto);Médio;30;40;2;Sim;-;Lutas
FIC.0194;Malacocultura;Fundamental;30;30;2;Sim;-;-
FIC.0329;Malacocultura;Fundamental;24;24;1;Sim;-;-
LIC.0970;Malacologia;Graduação;30;40;2;Sim;-;Curso 106
TEC.1218;Manejo agroecológico de solos do semi-árido;Graduação;60;80;4;Sim;-;-
LIC.0719;Manejo agroecológico do solo;Graduação;60;80;4;Sim;-;-
TEC.0346;Manejo Ecológico de Insetos, Doenças e Vegetação Espontânea(60H);Graduação;60;80;4;Sim;TEC.805.0022;Curso 05805
EJA.0012;Manejo Ecológico de Insetos e Doenças de Plantas;Médio;60;80;4;Sim;TEJA.305.0013;Curso 305
TIN.0473;Manejo Ecológico de Insetos e Doenças de Plantas(60H);Médio;60;80;4;Sim;TIN.306.0009;-
FIC.0659;Manejo e Conservação dos solos em sistemas orgânicos;Fundamental;15;15;1;Sim;-;-
TSUB.0294;Manejo em Apicultura(60H);Médio;60;80;4;Sim;TSUB.035.0008;Curso 09035
TIN.0697;Manejo em Apicultura(60H);Médio;60;80;4;Sim;TIN.109.0008;-
TSUB.0463;Manejo e Recuperação de Área Degradada(60H);Médio;60;80;4;Sim;TSUB.117.0016;"Curso 117
"
TIN.0502;Manejo e Recuperação de Área Degradada(60H);Médio;60;80;4;Sim;TIN.114.0015;-
ESA.0030;Manejo e Recuperação. de Áreas Degradadas (60h);Graduação;60;80;4;Sim;-;-
TEC.0561;Manejo e Recuperação de Áreas Degradadas(60H);Graduação;60;80;4;Sim;TEC.304.0020;Curso 01304
FIC.0882;Manejo sustentável de Recursos Ambientais;Fundamental;9;12;1;Sim;-;-
FIC.0524;Manejo Sustentável de Recursos Ambientais na  Agricultura ;Fundamental;15;20;1;Sim;-;-
FIC.0459;Manejo Sustentável de Recursos Ambientais na Agricultura;Fundamental;12;16;0;Sim;-;-
TIN.0921;Manifestações Culturais;Médio;30;40;2;Sim;-;NT
TSUB.0229;Manifestações Culturais(30H);Médio;30;40;2;Sim;TSUB.808.0014;Curso 12808
TSUB.0264;Manifestações da Cultura Popular(30H);Médio;30;40;2;Sim;TSUB.053.0010;Curso 12053
TSUB.0647;Manifestações da Cultura Popular(30H);Médio;30;40;2;Sim;TSUB.702.0008;Curso 702
TSUB.0815;Manufatura Auxiliada por Computador e Comando Numérico Computadorizado(60H);Médio;60;80;4;Sim;TSUB120.0036;-
TIN.0684;Manufatura Auxiliada por Computador e Comando Numérico Computadorizado(90H);Médio;90;120;6;Sim;TIN.113.0012;-
ENG.0176;Manufatura Enxuta;Graduação;30;40;2;Sim;-;-
FIC.0353;Manutenção Avançada;Fundamental;20;20;1;Sim;-;-
LIC.0463;Manutenção Avançada de Computadores;Graduação;60;80;4;Sim;LIC.NEp.0026;-
EJA.0152;Manutenção Avançada de Computadores;Médio;90;120;6;Sim;TEJA.410.0014;Curso 410
TIN.0459;Manutenção Avançada de Computadores(120H);Médio;120;160;4;Sim;TIN.112.0010;-
TSUB.0190;Manutenção Avançada de Computadores(60H);Médio;60;80;4;Sim;TSUB.411.0004;Curso 10411
TSUB.0341;Manutenção Avançada de Computadores(90H);Médio;90;120;6;Sim;TSUB.407.0016;Curso 407
EJA.0326;Manutenção Avançada de Computadores(90H);Médio;90;120;6;Sim;TEJA.210;-
FIC.0352;Manutenção Básica;Fundamental;40;40;2;Sim;-;-
LIC.0454;Manutenção Básica de Computadores;Graduação;60;80;4;Sim;LIC.411.0014;Curso 05411
EJA.0145;Manutenção Básica de Computadores;Médio;60;80;4;Sim;TEJA.410.0006;Curso 410
TIN.0452;Manutenção Básica de Computadores(120H);Médio;120;160;4;Sim;TIN.112.0007;-
TSUB.0184;Manutenção Básica de Computadores(60H);Médio;60;80;4;Sim;TSUB.411.0003;Curso 10411
TSUB.0330;Manutenção Básica de Computadores(90H);Médio;90;120;6;Sim;TSUB.407.0005;Curso 407
EJA.0324;Manutenção Básica de Computadores(90H);Médio;90;120;6;Sim;TEJA.211;-
FIC.0572;Manutenção de computadores;Fundamental;12;16;1;Sim;-;-
LIC.0703;Manutenção de Computadores(90H);Graduação;90;120;6;Sim;SUP.235;-
EJA.0150;Manutenção de Fontes de Alimentação;Médio;60;80;4;Sim;TEJA.410.0012;Curso 410
TSUB.0334;Manutenção de Fontes de Alimentação(60H);Médio;60;80;4;Sim;TSUB.407.0009;Curso 407
EJA.0327;Manutenção de Fontes de Alimentação(60H);Médio;60;80;4;Sim;TEJA.212;-
TIN.0453;Manutenção de Fontes de Alimentação(90H);Médio;90;120;3;Sim;TIN.112.0008;-
FIC.0752;Manutenção de instalações de água fria;Fundamental;50;50;1;Sim;-;-
FIC.0123;Manutenção de Instalações de água fria;Fundamental;65;65;3;Sim;-;-
FIC.0754;Manutenção de instalações de águas pluviais;Fundamental;30;30;1;Sim;-;-
FIC.0125;Manutenção de Instalações de águas pluviais;Fundamental;40;40;2;Sim;-;-
FIC.0753;Manutenção de instalações de esgoto sanitário;Fundamental;50;50;1;Sim;-;-
FIC.0124;Manutenção de Instalações de esgoto sanitário;Fundamental;65;65;3;Sim;-;-
TEC.0954;Manutenção de Máquinas;Graduação;30;40;2;Sim;-;Curso 33
CIV.0076;Manutenção de Obras Viárias (30h);Graduação;30;40;2;Sim;-;-
EJA.0151;Manutenção de Periféricos;Médio;60;80;4;Sim;TEJA.410.0013;Curso 410
TSUB.0338;Manutenção de Periféricos(60H);Médio;60;80;4;Sim;TSUB.407.0010;Curso 407
EJA.0328;Manutenção de Periféricos(60H);Médio;60;80;4;Sim;TEJA.213;-
TIN.0458;Manutenção de Periféricos(90H);Médio;90;120;3;Sim;TIN.112.0009;-
